id,manufacturing_site,first_line_designation
7476,GSK Cape Town Factory (South Africa),False
7477,"BMS Meymac, France",False
7607,"Aurobindo Unit III, India",False
7638,ABBVIE Ludwigshafen Germany,True
7675,Inverness Japan,True
7695,"Aurobindo Unit III, India",False
7696,"Aurobindo Unit III, India",True
7708,"Trinity Biotech, Plc",True
7718,"Aurobindo Unit III, India",False
7719,"Aurobindo Unit III, India",False
7720,ABBVIE Ludwigshafen Germany,False
7721,"Cipla, Goa, India",False
7728,"Aurobindo Unit III, India",False
7729,"Aurobindo Unit III, India",True
7730,Roche Basel,False
7731,"MSD Midrand, J'burg, SA",False
7732,"BMS Meymac, France",False
7734,"BMS Meymac, France",False
7735,GSK Mississauga (Canada),False
7736,ABBVIE (Abbott) Logis. UK,True
7741,ABBVIE (Abbott) Logis. UK,True
7748,"Aurobindo Unit III, India",False
7749,ABBVIE Ludwigshafen Germany,False
7750,GSK Mississauga (Canada),False
7751,"Aurobindo Unit III, India",False
7775,"Trinity Biotech, Plc",True
7778,"Aurobindo Unit III, India",True
7779,"Boehringer Ing., Koropi, GR",False
7837,"Aurobindo Unit III, India",False
7847,"Cipla, Goa, India",False
7849,"BMS Meymac, France",True
7857,Inverness Japan,True
7868,Roche Basel,True
7894,Inverness Japan,True
7921,Roche Madrid,True
7922,ABBVIE GmbH & Co.KG Wiesbaden,True
7926,ABBVIE (Abbott) Japan Co. Ltd.,True
7929,ABBVIE GmbH & Co.KG Wiesbaden,True
7939,ABBVIE (Abbott) Japan Co. Ltd.,True
7953,ABBVIE GmbH & Co.KG Wiesbaden,True
7954,ABBVIE GmbH & Co.KG Wiesbaden,True
7968,MSD Elkton USA,False
7970,"Ranbaxy, Paonta Shahib, India",False
7975,"Aspen-OSD, Port Elizabeth, SA",True
7983,"BMS Meymac, France",True
7984,Not Applicable,True
7990,Chembio Diagnostics Sys. Inc.,True
7991,Chembio Diagnostics Sys. Inc.,True
8005,Chembio Diagnostics Sys. Inc.,True
8017,ABBVIE GmbH & Co.KG Wiesbaden,True
8023,ABBVIE GmbH & Co.KG Wiesbaden,True
8038,"Aurobindo Unit III, India",False
8061,"Standard Diagnostics, Korea",True
8062,"Standard Diagnostics, Korea",True
8100,"Pacific Biotech, Thailand",True
8185,"MSD Midrand, J'burg, SA",False
8186,GSK Cape Town Factory (South Africa),False
8192,"Cipla, Goa, India",True
8204,"Pacific Biotech, Thailand",True
8207,"Aurobindo Unit III, India",True
8209,"Pacific Biotech, Thailand",True
8213,Not Applicable,True
8218,"BMS Meymac, France",True
8231,"Trinity Biotech, Plc",True
8232,"Trinity Biotech, Plc",True
8258,ABBVIE (Abbott) Logis. UK,False
8263,Chembio Diagnostics Sys. Inc.,True
8264,Inverness Japan,True
8271,"Standard Diagnostics, Korea",True
8315,"Pacific Biotech, Thailand",True
8316,Chembio Diagnostics Sys. Inc.,True
8317,Inverness Japan,True
8344,Not Applicable,True
8378,Mylan (formerly Matrix) Nashik,True
8407,Inverness Japan,True
8437,Inverness Japan,True
8438,Inverness Japan,True
8440,"Trinity Biotech, Plc",True
8459,"Cipla, Goa, India",True
8460,"Aurobindo Unit III, India",False
8461,Mylan (formerly Matrix) Nashik,False
8462,Mylan (formerly Matrix) Nashik,False
8463,"BMS Meymac, France",False
8464,"BMS Meymac, France",False
8465,"MSD Midrand, J'burg, SA",False
8470,"Trinity Biotech, Plc",True
8475,"Pacific Biotech, Thailand",True
8554,"Standard Diagnostics, Korea",True
8590,ABBVIE (Abbott) Logis. UK,False
8603,ABBVIE Ludwigshafen Germany,True
8604,"Aurobindo Unit III, India",False
8605,"Aurobindo Unit III, India",False
8616,ABBVIE Ludwigshafen Germany,True
8642,"KHB Test Kit Facility, Shanghai China",True
8645,"Cipla, Goa, India",False
8646,"MSD Midrand, J'burg, SA",False
8648,Chembio Diagnostics Sys. Inc.,True
9089,"Trinity Biotech, Plc",True
8692,"MSD, Haarlem, NL",True
8693,"MSD, Haarlem, NL",True
8713,"Orasure Technologies, Inc USA",True
8714,Inverness Japan,False
8735,Inverness Japan,True
8737,"Trinity Biotech, Plc",True
8738,Inverness USA,True
8760,"Trinity Biotech, Plc",True
8770,"KHB Test Kit Facility, Shanghai China",True
8802,"Trinity Biotech, Plc",True
9034,"Aurobindo Unit III, India",True
8803,"MSD, Haarlem, NL",False
8864,ABBVIE Ludwigshafen Germany,True
8892,Mylan (formerly Matrix) Nashik,True
8893,"Cipla, Goa, India",True
8909,"Pacific Biotech, Thailand",True
8922,ABBVIE Ludwigshafen Germany,False
8989,"Cipla, Goa, India",True
8996,ABBVIE Ludwigshafen Germany,True
9000,Mylan (formerly Matrix) Nashik,True
9002,ABBVIE (Abbott) Logis. UK,True
9022,ABBVIE (Abbott) Logis. UK,True
9023,"Aurobindo Unit III, India",True
9024,"Aurobindo Unit III, India",True
9025,"Aurobindo Unit III, India",True
9026,"Aurobindo Unit III, India",False
9032,GSK Mississauga (Canada),False
9033,"Aurobindo Unit III, India",False
9086,Inverness Japan,True
9036,"Cipla, Goa, India",False
9037,"MSD Midrand, J'burg, SA",False
9038,ABBVIE (Abbott) Logis. UK,False
9090,"Pacific Biotech, Thailand",True
9039,ABBVIE Ludwigshafen Germany,False
9040,GSK Mississauga (Canada),False
9041,"Aspen-OSD, Port Elizabeth, SA",False
9042,"BI, Ingelheim, Germany",False
9043,GSK Cape Town Factory (South Africa),False
9053,"BMS Meymac, France",True
9054,GSK Cape Town Factory (South Africa),False
9055,"Boehringer Ing., Koropi, GR",False
9056,"BMS Meymac, France",False
9078,ABBVIE (Abbott) Logis. UK,False
9080,"BMS Meymac, France",True
9081,"Aurobindo Unit III, India",False
9085,"Standard Diagnostics, Korea",True
9088,"Trinity Biotech, Plc",True
9093,ABBVIE Ludwigshafen Germany,False
9095,Inverness Japan,True
9096,"Standard Diagnostics, Korea",True
9100,Inverness Japan,True
9145,"Trinity Biotech, Plc",True
9151,"Cipla, Goa, India",True
9154,"Aurobindo Unit III, India",False
9173,"Aurobindo Unit III, India",True
9179,"Trinity Biotech, Plc",True
9187,"BMS Meymac, France",False
9200,"Cipla, Goa, India",False
9201,"Aspen-OSD, Port Elizabeth, SA",False
9202,"Aurobindo Unit III, India",True
9225,ABBVIE Ludwigshafen Germany,True
9243,Bio-Rad Laboratories,True
9252,ABBVIE GmbH & Co.KG Wiesbaden,True
9253,ABBVIE GmbH & Co.KG Wiesbaden,True
9255,"Aurobindo Unit III, India",True
9279,"Aurobindo Unit III, India",False
9280,"Aurobindo Unit III, India",False
9316,ABBVIE GmbH & Co.KG Wiesbaden,True
9321,"BMS Meymac, France",False
9331,"Aurobindo Unit III, India",False
9351,"Standard Diagnostics, Korea",True
9352,"Standard Diagnostics, Korea",True
9353,"Pacific Biotech, Thailand",True
9366,"Aurobindo Unit III, India",True
9389,Chembio Diagnostics Sys. Inc.,True
9390,"Pacific Biotech, Thailand",True
9422,Premier Med. Corp Ltd. India,True
9487,"Trinity Biotech, Plc",True
9488,"Trinity Biotech, Plc",False
9489,"Ranbaxy, Paonta Shahib, India",True
9499,"Aurobindo Unit III, India",True
9530,"Trinity Biotech, Plc",True
9531,Inverness Japan,True
9536,"Trinity Biotech, Plc",True
9550,"Aspen-OSD, Port Elizabeth, SA",False
9564,"BMS Meymac, France",True
9565,"BMS Meymac, France",True
9566,"MSD Midrand, J'burg, SA",False
9567,"Aspen-OSD, Port Elizabeth, SA",False
9578,"Trinity Biotech, Plc",True
9579,Chembio Diagnostics Sys. Inc.,True
9585,"Trinity Biotech, Plc",True
9603,"BMS Meymac, France",False
9628,Inverness Japan,True
10809,"Aurobindo Unit III, India",True
9629,"KHB Test Kit Facility, Shanghai China",True
9639,Inverness Japan,True
9640,"Trinity Biotech, Plc",True
9655,"MSD Midrand, J'burg, SA",False
9656,ABBVIE (Abbott) Logis. UK,False
9657,"BMS Meymac, France",False
9658,"MSD Midrand, J'burg, SA",False
9669,"Aurobindo Unit III, India",False
9673,"Aurobindo Unit III, India",True
9675,Mylan (formerly Matrix) Nashik,True
9676,Mylan (formerly Matrix) Nashik,True
9694,"BMS Meymac, France",False
9749,ABBVIE Ludwigshafen Germany,True
9750,Mylan (formerly Matrix) Nashik,False
9751,"MSD Midrand, J'burg, SA",False
9752,Gilead(Nycomed) Oranienburg DE,False
9753,Roche Basel,False
9804,"Weifa A.S., Hausmanngt. 6, P.O. Box 9113 GrÃ¸nland, 0133, Oslo, Norway",True
9815,Inverness Japan,False
9836,Hetero Unit III Hyderabad IN,True
9841,"Novartis Pharma AG, Switzerland",True
9842,"Novartis Pharma AG, Switzerland",False
9860,GSK Cape Town Factory (South Africa),False
10155,"Trinity Biotech, Plc",True
9866,Inverness Japan,False
9874,"BMS Meymac, France",True
9916,"Novartis Pharma AG, Switzerland",True
9918,"Aurobindo Unit III, India",False
9933,"KHB Test Kit Facility, Shanghai China",True
9936,GSK Aranda,False
9937,"BMS Meymac, France",False
9939,Inverness Japan,False
9952,Ipca Dadra/Nagar Haveli IN,False
9960,Inverness Japan,False
10062,"Aurobindo Unit III, India",False
10063,bioLytical Laboratories,True
10085,Chembio Diagnostics Sys. Inc.,True
10086,Chembio Diagnostics Sys. Inc.,True
10089,"Pacific Biotech, Thailand",True
10102,Inverness Japan,True
10126,"MSD, Haarlem, NL",False
10228,"Aurobindo Unit III, India",False
10229,"Aurobindo Unit III, India",False
10239,"Trinity Biotech, Plc",True
10240,Inverness Japan,True
10246,"Aurobindo Unit III, India",True
10282,"Trinity Biotech, Plc",True
10298,Inverness Japan,True
10342,"BMS Meymac, France",False
10343,"Aurobindo Unit III, India",False
10344,"BMS Meymac, France",False
10345,"Aurobindo Unit III, India",False
10347,"BMS Meymac, France",False
10348,"Aurobindo Unit III, India",False
10350,"Aurobindo Unit III, India",False
10351,"Aurobindo Unit III, India",True
10352,"BMS Meymac, France",False
10353,GSK Cape Town Factory (South Africa),False
10354,GSK Mississauga (Canada),False
10355,"Aspen-OSD, Port Elizabeth, SA",True
10356,"BMS Meymac, France",False
10357,"Aspen-OSD, Port Elizabeth, SA",False
10364,"Aurobindo Unit III, India",False
11100,"Aurobindo Unit III, India",True
10365,ABBVIE Ludwigshafen Germany,False
10366,"Aurobindo Unit III, India",False
10367,GSK Cape Town Factory (South Africa),True
10368,"Aurobindo Unit III, India",True
10386,"Trinity Biotech, Plc",True
10388,"Aurobindo Unit III, India",False
10389,GSK Mississauga (Canada),False
10390,Roche Basel,False
10395,"Pacific Biotech, Thailand",True
10401,Inverness Japan,True
10406,Inverness Japan,True
10416,Mylan (formerly Matrix) Nashik,True
10438,Mylan (formerly Matrix) Nashik,True
10446,Chembio Diagnostics Sys. Inc.,True
10464,Chembio Diagnostics Sys. Inc.,True
10472,"Trinity Biotech, Plc",True
10476,"BMS Meymac, France",True
10477,Inverness Japan,True
10498,GSK Ware (UK),False
10499,"Aurobindo Unit III, India",False
10500,"Aurobindo Unit III, India",True
10501,"Aurobindo Unit III, India",True
10503,Inverness Japan,True
10504,"Trinity Biotech, Plc",True
10534,Roche Madrid,True
10535,Roche Madrid,True
10536,"MSD Manati, Puerto Rico, (USA)",False
10537,"Aurobindo Unit III, India",True
10539,"Aspen-OSD, Port Elizabeth, SA",True
10540,"Aurobindo Unit III, India",True
10541,Gilead(Nycomed) Oranienburg DE,True
10542,"Aurobindo Unit III, India",True
10544,"Aurobindo Unit III, India",True
10545,"Aurobindo Unit III, India",False
10546,"Aurobindo Unit III, India",True
10547,Gilead(Nycomed) Oranienburg DE,True
10548,"Aspen-OSD, Port Elizabeth, SA",True
10549,Roche Basel,True
10550,"Aurobindo Unit III, India",True
10551,"Cipla, Goa, India",True
10553,"Trinity Biotech, Plc",True
10562,"Aurobindo Unit III, India",True
10563,ABBVIE Ludwigshafen Germany,True
10564,MSD Elkton USA,True
10565,Roche Basel,False
10566,"Ranbaxy, Paonta Shahib, India",True
10567,"Aurobindo Unit III, India",True
10570,"Aurobindo Unit III, India",True
10571,"Aurobindo Unit III, India",True
10572,"Ranbaxy, Paonta Shahib, India",True
10573,"Cipla, Goa, India",True
10645,"Strides, Bangalore, India.",True
10576,ABBVIE GmbH & Co.KG Wiesbaden,True
10577,"Aurobindo Unit III, India",True
10578,"Cipla, Goa, India",True
10579,ABBVIE GmbH & Co.KG Wiesbaden,True
10580,"Aurobindo Unit III, India",True
10585,"MSD, Haarlem, NL",True
10587,"Trinity Biotech, Plc",True
10588,MSD Elkton USA,True
10589,"Aurobindo Unit III, India",True
10590,"Aurobindo Unit III, India",True
10593,"Strides, Bangalore, India.",True
10596,"Cipla, Goa, India",True
10597,"Cipla, Goa, India",True
10600,"Cipla, Goa, India",True
10610,ABBVIE (Abbott) France,True
10612,"Strides, Bangalore, India.",True
10613,"Aurobindo Unit III, India",True
10614,"Aurobindo Unit III, India",True
10616,ABBVIE Ludwigshafen Germany,True
10647,"Cipla, Goa, India",True
10622,ABBVIE GmbH & Co.KG Wiesbaden,True
10623,"Aspen-OSD, Port Elizabeth, SA",True
10624,"Cipla, Goa, India",False
10625,"Cipla, Goa, India",False
10626,"Aurobindo Unit III, India",False
10628,Inverness Japan,True
10630,Gilead(Nycomed) Oranienburg DE,True
10631,"Aurobindo Unit III, India",True
10632,"Cipla, Goa, India",True
10633,"Cipla, Goa, India",True
10634,"Aurobindo Unit III, India",True
10636,Hetero Unit III Hyderabad IN,True
10637,"Aurobindo Unit III, India",True
10639,Inverness Japan,True
10640,"Aurobindo Unit III, India",True
10641,"Aurobindo Unit III, India",False
10642,"Aurobindo Unit III, India",True
10643,"Cipla, Goa, India",True
10644,"Aurobindo Unit III, India",True
10648,GSK Ware (UK),True
10650,"Trinity Biotech, Plc",True
10651,"Aurobindo Unit III, India",True
10652,"Cipla, Goa, India",True
10653,"Aurobindo Unit III, India",True
10654,"Cipla, Goa, India",True
10656,Inverness Japan,True
10658,"Aurobindo Unit III, India",True
10660,Inverness Japan,True
10662,"Aurobindo Unit III, India",True
10663,"Strides, Bangalore, India.",True
10664,Bio-Rad Laboratories,True
10665,"Aurobindo Unit III, India",True
10666,Mylan (formerly Matrix) Nashik,True
10667,"Aurobindo Unit III, India",True
10669,"Aspen-OSD, Port Elizabeth, SA",True
10670,"Cipla, Goa, India",True
10671,Inverness Japan,True
10672,"Ranbaxy, Paonta Shahib, India",True
10673,"Strides, Bangalore, India.",True
10674,"Ranbaxy, Paonta Shahib, India",True
10675,Inverness Japan,True
10676,"Aurobindo Unit III, India",True
10677,"Aurobindo Unit III, India",True
10678,"Cipla, Goa, India",True
10679,"Standard Diagnostics, Korea",True
10680,"Standard Diagnostics, Korea",True
10681,"Cipla, Goa, India",True
10682,"Aurobindo Unit III, India",True
10683,"Aurobindo Unit III, India",True
10684,"Aurobindo Unit III, India",True
10685,"Aurobindo Unit III, India",True
10686,"Aurobindo Unit III, India",True
10687,"Standard Diagnostics, Korea",True
10688,"Aurobindo Unit III, India",True
10689,"Aurobindo Unit III, India",True
10690,"Cipla, Goa, India",True
10691,Inverness Japan,True
10692,Inverness Japan,False
10693,"Aurobindo Unit III, India",True
10694,"Trinity Biotech, Plc",True
10695,Inverness Japan,True
10696,"Aurobindo Unit III, India",True
10697,"Cipla, Goa, India",True
10698,"Cipla, Goa, India",True
10700,"Aurobindo Unit III, India",True
10702,"Aspen-OSD, Port Elizabeth, SA",True
10703,"Aurobindo Unit III, India",True
10704,"Aurobindo Unit III, India",True
10705,"Aurobindo Unit III, India",True
10706,ABBVIE Ludwigshafen Germany,True
10707,"Aurobindo Unit III, India",True
10708,"Aurobindo Unit III, India",True
10709,"Aurobindo Unit III, India",True
10710,"Aurobindo Unit III, India",True
10711,"Aurobindo Unit III, India",True
10712,"Strides, Bangalore, India.",True
10714,"Strides, Bangalore, India.",True
10715,"Aurobindo Unit III, India",True
10716,"Aurobindo Unit III, India",True
10717,Hetero Unit III Hyderabad IN,True
10718,"Standard Diagnostics, Korea",True
10719,"Strides, Bangalore, India.",True
10720,Mylan (formerly Matrix) Nashik,True
10721,"MSD, Haarlem, NL",True
10722,"Aspen-OSD, Port Elizabeth, SA",True
10723,"Aurobindo Unit III, India",True
10724,"Aurobindo Unit III, India",True
10726,Hetero Unit III Hyderabad IN,True
10727,"Aurobindo Unit III, India",True
10728,Mylan (formerly Matrix) Nashik,False
10731,"Strides, Bangalore, India.",True
10732,"Aurobindo Unit III, India",True
10733,"Aurobindo Unit III, India",True
10734,Mylan (formerly Matrix) Nashik,True
10735,"Strides, Bangalore, India.",True
10736,"Aurobindo Unit III, India",True
10737,Mylan (formerly Matrix) Nashik,True
10741,"Aurobindo Unit III, India",True
10743,Hetero Unit III Hyderabad IN,True
10744,"Aspen-OSD, Port Elizabeth, SA",True
10745,"Aurobindo Unit III, India",True
10746,"Cipla, Goa, India",True
10747,"Aspen-OSD, Port Elizabeth, SA",True
10748,"Aurobindo Unit III, India",True
10749,"Aurobindo Unit III, India",True
10750,ABBVIE Ludwigshafen Germany,True
10751,Mylan (formerly Matrix) Nashik,True
10753,"Aurobindo Unit III, India",True
10754,Mylan (formerly Matrix) Nashik,True
10755,"Aurobindo Unit III, India",True
10756,Hetero Unit III Hyderabad IN,True
10759,"Standard Diagnostics, Korea",True
10761,"Aspen-OSD, Port Elizabeth, SA",True
10763,"Aurobindo Unit III, India",True
10764,"Cipla, Goa, India",True
10765,"Aspen-OSD, Port Elizabeth, SA",True
10766,Mylan (formerly Matrix) Nashik,True
10767,Mylan (formerly Matrix) Nashik,True
10768,"Aurobindo Unit III, India",False
10769,Mylan (formerly Matrix) Nashik,True
10771,"Aurobindo Unit III, India",True
10774,"Aurobindo Unit III, India",True
10776,"Aurobindo Unit III, India",True
10777,"Aurobindo Unit III, India",True
10779,"Aurobindo Unit III, India",True
10780,"Aurobindo Unit III, India",True
10781,"Aurobindo Unit III, India",True
10783,"Aurobindo Unit III, India",True
10784,Mylan (formerly Matrix) Nashik,True
10785,"Strides, Bangalore, India.",True
10786,"Aurobindo Unit III, India",True
10787,Mylan (formerly Matrix) Nashik,True
10788,"Aurobindo Unit III, India",True
10791,Hetero Unit III Hyderabad IN,True
10792,Mylan (formerly Matrix) Nashik,True
10793,"Aurobindo Unit III, India",True
10794,"Aurobindo Unit III, India",True
10795,"Aurobindo Unit III, India",True
10796,"Aurobindo Unit III, India",False
10797,"Cipla, Goa, India",True
10798,"Aurobindo Unit III, India",True
10799,"Aurobindo Unit III, India",True
10800,"Aurobindo Unit III, India",True
10801,"Aurobindo Unit III, India",True
10803,Roche Basel,True
10804,Roche Basel,True
10810,Roche Madrid,True
10811,ABBVIE (Abbott) France,True
10813,"Trinity Biotech, Plc",True
10814,"Aurobindo Unit III, India",True
10816,"MSD Manati, Puerto Rico, (USA)",True
10817,ABBVIE Ludwigshafen Germany,True
10818,"Aurobindo Unit III, India",True
10819,"Standard Diagnostics, Korea",True
10820,"MSD Manati, Puerto Rico, (USA)",False
10821,Gilead(Nycomed) Oranienburg DE,False
10823,"Aurobindo Unit III, India",True
10824,"Aurobindo Unit III, India",True
10825,"Ranbaxy, Paonta Shahib, India",True
10830,"Aurobindo Unit III, India",True
10831,ABBVIE GmbH & Co.KG Wiesbaden,True
10832,"Aurobindo Unit III, India",False
10833,"Strides, Bangalore, India.",False
10834,"Aurobindo Unit III, India",True
10837,"Cipla, Goa, India",True
10838,"Cipla, Goa, India",False
10840,"Cipla, Goa, India",True
10841,ABBVIE GmbH & Co.KG Wiesbaden,True
10842,"Trinity Biotech, Plc",True
10843,"Aurobindo Unit III, India",True
10844,"Trinity Biotech, Plc",True
10845,Chembio Diagnostics Sys. Inc.,True
10846,"Ranbaxy, Paonta Shahib, India",True
10847,"Aurobindo Unit III, India",True
10851,"Aurobindo Unit III, India",True
10852,"Aurobindo Unit III, India",True
10855,"Aurobindo Unit III, India",True
10857,"Strides, Bangalore, India.",False
10859,"Aurobindo Unit III, India",True
10860,"Standard Diagnostics, Korea",True
10861,ABBVIE (Abbott) Logis. UK,False
10862,"Cipla, Goa, India",False
10863,"Aurobindo Unit III, India",True
10865,"MSD Patheon, Canada",False
10866,"Strides, Bangalore, India.",False
10867,Bio-Rad Laboratories,True
10868,Bio-Rad Laboratories,False
10877,"Aurobindo Unit III, India",False
10878,"Aurobindo Unit III, India",False
10879,"Aurobindo Unit III, India",False
10880,"Aurobindo Unit III, India",False
10881,"Aurobindo Unit III, India",True
10882,Bio-Rad Laboratories,True
10883,Roche Basel,True
10884,ABBVIE Ludwigshafen Germany,True
10885,Roche Basel,True
10886,Roche Basel,False
10887,"Aurobindo Unit III, India",True
10889,"Aurobindo Unit III, India",True
10890,Roche Basel,True
