id,product_group,sub_classification,vendor,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack
1957,ARV,Adult,CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
1971,MRDT,Malaria,ZEPHYR BIOMEDICALS,Malaria Paramax-3 Kit,Paramax,N/A,Test kit,25
1972,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20
1973,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20
2008,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1
2014,ARV,Adult,S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30
2015,ARV,Pediatric,S. BUYS WHOLESALER,Nevirapine,Viramune,10mg/ml,Oral suspension,240
2146,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1
2147,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1
2148,HRDT,HIV test,BIOLYTICAL LABORATORIES INC.,"HIV 1/2, INSTI HIV Antibody Individual POC, 1 Test",INSTi,N/A,Test kit,1
2153,ARV,Adult,Aurobindo Pharma Limited,Nevirapine,Generic,200mg,Tablet,60
2156,ARV,Adult,S. BUYS WHOLESALER,Efavirenz,Generic,600mg,Tablet,30
2157,ARV,Pediatric,S. BUYS WHOLESALER,Zidovudine,Retrovir,10mg/ml,Oral solution,200
2158,ARV,Adult,S. BUYS WHOLESALER,Saquinavir,Invirase,200mg,Capsule,270
2159,ARV,Pediatric,S. BUYS WHOLESALER,Nevirapine,Viramune,10mg/ml,Oral suspension,240
2171,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
2173,HRDT,HIV test,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,"HIV 1/2, Clearview Complete Kit",Clearview,N/A,Test kit,25
2257,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20
2295,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
2297,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,60
2298,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
2305,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30
2328,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
2399,ARV,Pediatric,Aurobindo Pharma Limited,Zidovudine,Generic,100mg,Capsule,100
2417,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
2429,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Generic,200mg,Capsule,90
2430,ARV,Adult,S. BUYS WHOLESALER,Nevirapine,Generic,200mg,Tablet,60
2431,ARV,Pediatric,S. BUYS WHOLESALER,Zidovudine,Generic,10mg/ml,Oral solution,240
2432,ARV,Adult,S. BUYS WHOLESALER,Lamivudine,Generic,150mg,Tablet,60
2436,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Retrovir,300mg,Tablet,60
2437,ARV,Adult,S. BUYS WHOLESALER,Efavirenz,Generic,600mg,Tablet,30
2438,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Zerit,20mg,Capsule,60
2439,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Generic,30mg,Capsule,60
2440,ARV,Adult,S. BUYS WHOLESALER,Nevirapine,Viramune,200mg,Tablet,60
2441,ARV,Adult,BRISTOL-MYERS SQUIBB,Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30
2447,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Stocrin/Sustiva,200mg,Capsule,90
2450,ARV,Pediatric,S. BUYS WHOLESALER,Zidovudine,Retrovir,10mg/ml,Injection,5
2451,ARV,Pediatric,S. BUYS WHOLESALER,Didanosine,Videx,50mg,Chewable/dispersible tablet,60
2463,ARV,Adult,CIPLA LIMITED,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
2474,ARV,Pediatric,S. BUYS WHOLESALER,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300
2475,ARV,Pediatric,S. BUYS WHOLESALER,Ritonavir,Norvir,80mg/ml,Oral solution,90
2476,ARV,Pediatric,S. BUYS WHOLESALER,Ritonavir,Norvir,80mg/ml,Oral solution,90
2477,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
2478,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
2481,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Zerit,20mg,Capsule,60
2499,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
2502,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
2503,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
2506,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
2536,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
2539,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit",Genie,N/A,Test kit,40
2558,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
2559,ARV,Adult,Aurobindo Pharma Limited,Didanosine,Generic,250mg,Delayed-release capsules,30
2562,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit",Genie,N/A,Test kit,40
2571,ARV,Pediatric,CIPLA LIMITED,Lamivudine/Stavudine,Generic,30/6mg,Chewable/dispersible tablet - FDC,60
2588,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,25mg,Chewable/dispersible tablet,60
2601,ARV,Adult,S. BUYS WHOLESALER,Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30
2602,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Zerit,20mg,Capsule,60
2603,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
2632,ARV,Adult,ABBOTT LABORATORIES (PUERTO RICO),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
2647,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit",Genie,N/A,Test kit,40
2654,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit",Capillus,N/A,Test kit,100
2655,ARV,Adult,"GILEAD SCIENCES IRELAND, INC.",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30
2656,ARV,Adult,Aurobindo Pharma Limited,Nevirapine,Generic,200mg,Tablet,60
2657,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
2661,ARV,Pediatric,Aurobindo Pharma Limited,Lamivudine,Generic,10mg/ml,Oral solution,240
2662,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,60
2680,ARV,Pediatric,Aurobindo Pharma Limited,Abacavir,Generic,20mg/ml,Oral solution,240
2681,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
2683,ARV,Adult,Aurobindo Pharma Limited,Nevirapine,Generic,200mg,Tablet,60
2684,ARV,Adult,Aurobindo Pharma Limited,Stavudine,Generic,40mg,Capsule,60
2685,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,Generic,600mg,Tablet,30
2686,ARV,Pediatric,Aurobindo Pharma Limited,Zidovudine,Generic,10mg/ml,Oral solution,240
2687,ARV,Pediatric,CIPLA LIMITED,Lamivudine,Generic,10mg/ml,Oral solution,240
2705,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,N/A,Test kit,100
2708,ARV,Adult,CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
2721,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,100mg,Chewable/dispersible tablet,60
2733,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,N/A,Test kit,100
2740,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20
2741,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20
2756,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20
2765,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,Generic,600mg,Tablet,30
2766,ARV,Pediatric,Aurobindo Pharma Limited,Lamivudine,Generic,10mg/ml,Oral solution,240
2767,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,25mg,Chewable/dispersible tablet,60
2785,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300
2794,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25
2795,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25
2796,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit",Clearview,N/A,Test kit,25
2808,ARV,Adult,Aurobindo Pharma Limited,Stavudine,Generic,30mg,Capsule,60
2823,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
2892,ARV,Adult,BRISTOL-MYERS SQUIBB,Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30
2921,ARV,Pediatric,"JSI R&T INSTITUTE, INC.",Lamivudine,Epivir,10mg/ml,Oral solution,240
2922,ARV,Adult,"JSI R&T INSTITUTE, INC.",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30
2923,ARV,Adult,"JSI R&T INSTITUTE, INC.",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
2927,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
2960,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit",Capillus,N/A,Test kit,100
2965,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit",Capillus,N/A,Test kit,100
2993,ARV,Pediatric,"JSI R&T INSTITUTE, INC.",Efavirenz,Stocrin/Sustiva,50mg,Capsule,30
2994,ARV,Adult,"JSI R&T INSTITUTE, INC.",Efavirenz,Stocrin/Sustiva,600mg,Tablet,30
2995,ARV,Adult,"JSI R&T INSTITUTE, INC.",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
2996,ARV,Adult,"JSI R&T INSTITUTE, INC.",Ritonavir,Norvir,100mg,Capsule,84
3007,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,25mg,Chewable/dispersible tablet,60
3008,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20
3009,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
3010,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
3026,ARV,Adult,"JSI R&T INSTITUTE, INC.",Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30
3037,HRDT,HIV test,SUB-SAHARAN BIOMEDICAL P.L.C.,"HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
3039,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,N/A,Test kit - Ancillary,100
3040,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
3049,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
3050,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
3055,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
3080,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Stocrin/Sustiva,200mg,Capsule,90
3081,ARV,Adult,S. BUYS WHOLESALER,Efavirenz,Generic,600mg,Tablet,30
3094,ARV,Adult,Aurobindo Pharma Limited,Abacavir,Generic,300mg,Tablet,60
3096,ARV,Adult,STRIDES ARCOLAB LIMITED,Stavudine,Generic,30mg,Capsule,60
3097,ARV,Adult,STRIDES ARCOLAB LIMITED,Stavudine,Generic,30mg,Capsule,60
3152,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
3153,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,N/A,Test kit - Ancillary,100
3154,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
3159,HRDT,HIV test,SETEMA LIMITED PLC,"HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20
3191,ARV,Adult,S. BUYS WHOLESALER,Ritonavir,Norvir,100mg,Capsule,84
3192,ARV,Adult,S. BUYS WHOLESALER,Nevirapine,Generic,200mg,Tablet,60
3193,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Zerit,30mg,Capsule,60
3202,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
3245,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
3261,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
3282,ARV,Adult,S. BUYS WHOLESALER,Efavirenz,Generic,600mg,Tablet,30
3292,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20
3294,ARV,Adult,BRISTOL-MYERS SQUIBB,Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30
3302,ARV,Adult,CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
3313,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,N/A,Test kit - Ancillary,100
3354,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1
3357,ARV,Pediatric,S. BUYS WHOLESALER,Zidovudine,Retrovir,10mg/ml,Oral solution,200
3358,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Zerit,40mg,Capsule,60
3359,ARV,Adult,S. BUYS WHOLESALER,Abacavir,Ziagen,300mg,Tablet - blister,60
3360,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit",Clearview,N/A,Test kit,25
3375,ACT,ACT,IDA FOUNDATION,Artesunate+Amodiaquine,Generic,50+153mg,Tablet - FDC + co-blister,12
3378,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
3386,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
3419,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit",Genie,N/A,Test kit,40
3421,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30
3441,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
3456,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,60
3457,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
3470,ARV,Adult,BRISTOL-MYERS SQUIBB,Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30
3479,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1
3490,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Zerit,30mg,Capsule,60
3499,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
3507,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
3508,HRDT,HIV test,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
3551,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
3552,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
3615,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Zidovudine,Generic,300mg,Tablet,60
3616,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
3674,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
3718,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,25mg,Chewable/dispersible tablet,60
3719,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
3735,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Zerit,15mg,Capsule,60
3736,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Generic,30mg,Capsule,60
3737,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Generic,200mg,Capsule,90
3738,ARV,Adult,S. BUYS WHOLESALER,Nevirapine,Viramune,200mg,Tablet,60
3739,ARV,Adult,S. BUYS WHOLESALER,Lamivudine,Epivir,150mg,Tablet,60
3743,ARV,Adult,S. BUYS WHOLESALER,Nevirapine,Viramune,200mg,Tablet,60
3745,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Stocrin/Sustiva,50mg,Capsule,30
3746,ARV,Pediatric,S. BUYS WHOLESALER,Stavudine,Generic,1mg/ml,Oral solution,200
3747,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Generic,300mg,Tablet,60
3748,ARV,Adult,S. BUYS WHOLESALER,Efavirenz,Generic,600mg,Tablet,30
3749,ARV,Pediatric,S. BUYS WHOLESALER,Nevirapine,Viramune,10mg/ml,Oral suspension,240
3751,ARV,Adult,S. BUYS WHOLESALER,Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30
3752,ARV,Pediatric,S. BUYS WHOLESALER,Zidovudine,Retrovir,10mg/ml,Injection,5
3753,ARV,Adult,S. BUYS WHOLESALER,Saquinavir,Invirase,200mg,Capsule,270
3754,ARV,Adult,S. BUYS WHOLESALER,Ritonavir,Norvir,100mg,Capsule,84
3763,ARV,Pediatric,S. BUYS WHOLESALER,Zidovudine,Retrovir,10mg/ml,Injection,5
3767,ARV,Adult,S. BUYS WHOLESALER,Efavirenz,Generic,600mg,Tablet,30
4020,ARV,Adult,Aurobindo Pharma Limited,Abacavir,Generic,300mg,Tablet,60
3768,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Generic,200mg,Capsule,90
3769,ARV,Adult,S. BUYS WHOLESALER,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
3770,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Zerit,15mg,Capsule,60
3771,ARV,Pediatric,S. BUYS WHOLESALER,Zidovudine,Retrovir,100mg,Capsule,100
3772,ARV,Adult,S. BUYS WHOLESALER,Lamivudine,Generic,150mg,Tablet,60
3781,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,N/A,Test kit,100
3787,ARV,Pediatric,S. BUYS WHOLESALER,Zidovudine,Retrovir,100mg,Capsule,100
3808,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
3828,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
3839,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
3840,ARV,Adult,GLAXOSMITHKLINE EXPORT LIMITED,Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60
3846,ARV,Adult,CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
3848,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz,Generic,600mg,Tablet,30
3851,ARV,Adult,Aurobindo Pharma Limited,Stavudine,Generic,30mg,Capsule,60
3852,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
3870,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,N/A,Test kit,100
3880,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,25mg,Chewable/dispersible tablet,60
3894,ARV,Adult,S. BUYS WHOLESALER,Nevirapine,Viramune,200mg,Tablet,60
3895,ARV,Adult,S. BUYS WHOLESALER,Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30
3896,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Retrovir,300mg,Tablet,60
3897,ARV,Pediatric,S. BUYS WHOLESALER,Nevirapine,Generic,10mg/ml,Oral suspension,240
3898,ARV,Adult,S. BUYS WHOLESALER,Saquinavir,Invirase,200mg,Capsule,270
3899,ARV,Adult,S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30
3926,HRDT,HIV test,OMEGA DIAGNOSTICS LTD,"HIV 1/2, Visitect Kit",Visitect,N/A,Test kit,25
3955,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
3956,ARV,Adult,Hoffmann-La Roche ltd Basel,Nelfinavir (as mesilate),Viracept,250mg,Tablet,270
3970,HRDT,HIV test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,N/A,Test kit,30
3971,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
3972,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
3976,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25
3989,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit",Capillus,N/A,Test kit,100
3992,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100
4021,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
4023,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,N/A,Test kit - Ancillary,100
4025,ARV,Adult,BRISTOL-MYERS SQUIBB,Stavudine,Zerit,20mg,Capsule,60
4044,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25
4045,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25
4085,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,N/A,Test kit - Ancillary,100
4100,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20
4189,ARV,Adult,"JSI R&T INSTITUTE, INC.",Zidovudine,Retrovir,300mg,Tablet,60
4190,ARV,Adult,"JSI R&T INSTITUTE, INC.",Stavudine,Zerit,30mg,Capsule,60
4192,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
4193,ARV,Adult,CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
4198,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
